date,available_at,ticker,decision_return
2024-01-02T09:00:00+09:00,2024-01-02T15:30:00+09:00,A000660,0.006360424028268641
2024-01-02T09:00:00+09:00,2024-01-02T15:30:00+09:00,A005930,0.014012738853503182
2024-01-03T09:00:00+09:00,2024-01-03T15:30:00+09:00,A000660,-0.0393258426966292
2024-01-03T09:00:00+09:00,2024-01-03T15:30:00+09:00,A005930,-0.03266331658291455
