date,available_at,ticker,decision_return,close
2024-01-02T09:00:00+09:00,2024-01-02T15:30:00+09:00,A000660,0.006360424028268641,142400
2024-01-02T09:00:00+09:00,2024-01-02T15:30:00+09:00,A005930,0.014012738853503182,79600
2024-01-03T09:00:00+09:00,2024-01-03T15:30:00+09:00,A000660,-0.0393258426966292,136800
2024-01-03T09:00:00+09:00,2024-01-03T15:30:00+09:00,A005930,-0.03266331658291455,77000
2024-01-04T09:00:00+09:00,2024-01-04T15:30:00+09:00,A000660,-0.0029239766081871066,136400
2024-01-04T09:00:00+09:00,2024-01-04T15:30:00+09:00,A005930,-0.005194805194805242,76600
2024-01-05T09:00:00+09:00,2024-01-05T15:30:00+09:00,A000660,0.008064516129032251,137500
2024-01-05T09:00:00+09:00,2024-01-05T15:30:00+09:00,A005930,0.0,76600
