statement_group,frequency,statement_basis,item_code,item_name,mapping_status,source_table,source_account_code
cash_flow,quarterly,separate,3000909019,재무활동으로인한현금유입액(천원),ambiguous_multi_account,DW_FNG_재무제표,1001440600
cash_flow,quarterly,separate,3000909020,장단기금융부채의증가(천원),ambiguous_multi_account,DW_FNG_재무제표,1001146900
cash_flow,quarterly,separate,3000909020,장단기금융부채의증가(천원),ambiguous_multi_account,DW_FNG_재무제표,1001147100
cash_flow,quarterly,separate,3000909020,장단기금융부채의증가(천원),ambiguous_multi_account,DW_FNG_재무제표,1001440100
cash_flow,quarterly,separate,3000909020,장단기금융부채의증가(천원),ambiguous_multi_account,DW_FNG_재무제표,1001440600
cash_flow,quarterly,separate,3000909021,자본의증가(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909022,재무활동으로인한현금유출액(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909023,장단기금융부채의감소(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909024,자본의감소(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001444000
cash_flow,quarterly,separate,3000909024,자본의감소(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001444010
cash_flow,quarterly,separate,3000909024,자본의감소(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001444000
cash_flow,quarterly,separate,3000909024,자본의감소(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001444010
cash_flow,quarterly,separate,3000909025,영업투자재무활동기타현금흐름(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909027,환율변동효과(천원),ambiguous_multi_account,DW_FNG_재무제표,1001450000
cash_flow,quarterly,separate,3000909027,환율변동효과(천원),ambiguous_multi_account,DW_FNG_재무제표,1001450030
cash_flow,quarterly,separate,3000909028,현금의증가(천원),clean_exact_single_account,DW_FNG_재무제표,1001460000
cash_flow,quarterly,separate,3000909029,기초현금(천원),clean_exact_single_account,DW_FNG_재무제표,1001460100
cash_flow,quarterly,separate,3000909030,기말현금(천원),ambiguous_multi_account,DW_FNG_재무제표,1001110300
cash_flow,quarterly,separate,3000909030,기말현금(천원),ambiguous_multi_account,DW_FNG_재무제표,1001111000
cash_flow,quarterly,separate,3000909030,기말현금(천원),ambiguous_multi_account,DW_FNG_재무제표,1001460200
cash_flow,quarterly,separate,3000909032,매출채권및기타채권의감소(증가)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909033,재고자산의감소(증가)(천원),clean_exact_single_account,DW_FNG_재무제표,1001416700
cash_flow,quarterly,separate,3000909034,매입채무및기타채무의증가(감소)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909035,"법인세납부(영업,투자,재무)(천원)",no_exact_match,,
cash_flow,quarterly,separate,3000909036,유형자산처분(취득)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909037,무형자산감소(증가)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909038,장단기금융자산의감소(증가)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909039,기타투자활동으로인한현금흐름(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909040,장단기금융부채의증가(감소)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909041,"배당금지급(영업,투자,재무)(천원)",no_exact_match,,
cash_flow,quarterly,separate,3000909042,기타재무활동으로인한현금흐름(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909043,현금유출입이없는비용(수익)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909045,장기금융부채의증가(감소)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909046,단기금융부채의증가(감소)(천원),clean_exact_single_account,DW_FNG_재무제표,1001440200
cash_flow,quarterly,separate,3000909047,기타영업자산및부채의변동(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909048,장기금융자산의감소(증가)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909049,단기금융자산의감소(증가)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909051,기타현금흐름(천원),ambiguous_multi_account,DW_FNG_재무제표,1001450000
cash_flow,quarterly,separate,3000909051,기타현금흐름(천원),ambiguous_multi_account,DW_FNG_재무제표,1001450030
cash_flow,quarterly,separate,3000909052,자본의증가(감소)(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001530200
cash_flow,quarterly,separate,3000909053,법인세비용(천원),clean_exact_single_account,DW_FNG_재무제표,1001290100
cash_flow,quarterly,separate,3000909054,이자비용(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909055,외환손실(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909056,이자수익(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909057,외환이익(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909058,외화환산순손실(이익)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909059,"이자수취(영업,투자,재무)(천원)",no_exact_match,,
cash_flow,quarterly,separate,3000909060,"이자지급(영업,투자,재무)(천원)",no_exact_match,,
cash_flow,quarterly,separate,3000909061,Cash Earnings(보통)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000909062,"Cash Earnings(보통, TTM)(천원)",no_exact_match,,
cash_flow,quarterly,separate,3000909063,영업활동으로인한현금흐름(TTM)(천원),clean_exact_single_account,DW_FNG_재무제표,1001410000
cash_flow,quarterly,separate,3000909101,영업활동으로인한현금흐름(평균)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000911002,감가상각비(현금흐름표)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000911043,유형자산감가상각비(천원),clean_exact_single_account,DW_FNG_재무제표,1001410500
cash_flow,quarterly,separate,3000993004,*유형자산순취득액(C/F)(천원),no_exact_match,,
cash_flow,quarterly,separate,3000993005,*무형자산순취득액(C/F)(천원),clean_exact_single_account,DW_FNG_재무제표,1001434900
cash_flow,quarterly,separate,3000993006,"배당금수취(영업,투자,재무)(천원)",ambiguous_multi_account,DW_FNG_재무제표,1001240200
cash_flow,quarterly,separate,3000993006,"배당금수취(영업,투자,재무)(천원)",ambiguous_multi_account,DW_FNG_재무제표,1001415000
cash_flow,quarterly,separate,3000993007,"법인세환급(영업,투자,재무)(천원)",no_exact_match,,
cash_flow,quarterly,separate,3000993008,연결범위변동으로인한현금의증가(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901001,자산총계(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001110000
financial_statement,annual,consolidated,M000901002,유동자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001110100
financial_statement,annual,consolidated,M000901005,당좌자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901006,매출채권(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901009,단기유가증권(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001112900
financial_statement,annual,consolidated,M000901010,단기금융자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901011,*총유가증권(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901012,재고자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001118300
financial_statement,annual,consolidated,M000901013,비유동자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001121900
financial_statement,annual,consolidated,M000901014,장기금융자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901017,유형자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001126100
financial_statement,annual,consolidated,M000901019,*총금융자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901024,무형자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001128900
financial_statement,annual,consolidated,M000901030,현금및현금성자산(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001110300
financial_statement,annual,consolidated,M000901030,현금및현금성자산(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001111000
financial_statement,annual,consolidated,M000901030,현금및현금성자산(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001460200
financial_statement,annual,consolidated,M000901031,매출채권및기타채권(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901033,단기대여금(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901034,단기금융상품(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001111800
financial_statement,annual,consolidated,M000901034,단기금융상품(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001112400
financial_statement,annual,consolidated,M000901037,장기금융상품(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901040,장기대여금(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901041,토지(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901042,건설중인자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001126400
financial_statement,annual,consolidated,M000901045,*단기유동성자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901046,장기매입채무및기타채무(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001148100
financial_statement,annual,consolidated,M000901046,장기매입채무및기타채무(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001148210
financial_statement,annual,consolidated,M000901054,매도가능금융자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901066,단기사채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145200
financial_statement,annual,consolidated,M000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145600
financial_statement,annual,consolidated,M000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145200
financial_statement,annual,consolidated,M000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145600
financial_statement,annual,consolidated,M000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145200
financial_statement,annual,consolidated,M000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145600
financial_statement,annual,consolidated,M000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145200
financial_statement,annual,consolidated,M000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145600
financial_statement,annual,consolidated,M000901072,전환사채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901073,신주인수권부사채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901074,교환사채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901075,금융리스부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001147600
financial_statement,annual,consolidated,M000901101,자산총계(평균)(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901103,부채및자본총계(평균)(천원),no_exact_match,,
financial_statement,annual,consolidated,M000901115,유형자산(평균)(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902001,부채총계(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001140000
financial_statement,annual,consolidated,M000902003,유동부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001140100
financial_statement,annual,consolidated,M000902006,매입채무(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001140200
financial_statement,annual,consolidated,M000902006,매입채무(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001140400
financial_statement,annual,consolidated,M000902009,단기차입금(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001140700
financial_statement,annual,consolidated,M000902009,단기차입금(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001140900
financial_statement,annual,consolidated,M000902010,단기금융부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902011,비유동부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001145100
financial_statement,annual,consolidated,M000902012,순부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902013,장기차입금(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001146900
financial_statement,annual,consolidated,M000902013,장기차입금(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001147100
financial_statement,annual,consolidated,M000902014,장기금융부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902016,*총사채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902019,매입채무및기타채무(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902034,기타장기충당부채(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001149000
financial_statement,annual,consolidated,M000902034,기타장기충당부채(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001149060
financial_statement,annual,consolidated,M000902035,단기충당부채(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001144400
financial_statement,annual,consolidated,M000902035,단기충당부채(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001144800
financial_statement,annual,consolidated,M000902042,비유동종업원급여충당부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001148700
financial_statement,annual,consolidated,M000902044,유동성장기부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001143700
financial_statement,annual,consolidated,M000902045,*총금융리스부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000902101,부채총계(평균)(천원),no_exact_match,,
financial_statement,annual,consolidated,M000903001,자본총계(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001160000
financial_statement,annual,consolidated,M000903001,자본총계(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001570000
financial_statement,annual,consolidated,M000903003,자본총계(지배)(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001160050
financial_statement,annual,consolidated,M000903004,비지배주주지분(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001167500
financial_statement,annual,consolidated,M000903004,비지배주주지분(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001550000
financial_statement,annual,consolidated,M000903005,자본금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160100
financial_statement,annual,consolidated,M000903005,자본금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001510000
financial_statement,annual,consolidated,M000903005,자본금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001510100
financial_statement,annual,consolidated,M000903005,자본금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160100
financial_statement,annual,consolidated,M000903005,자본금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001510000
financial_statement,annual,consolidated,M000903005,자본금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001510100
financial_statement,annual,consolidated,M000903007,보통주자본금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160200
financial_statement,annual,consolidated,M000903007,보통주자본금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160200
financial_statement,annual,consolidated,M000903008,우선주자본금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160300
financial_statement,annual,consolidated,M000903008,우선주자본금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160300
financial_statement,annual,consolidated,M000903009,*유보액(천원),no_exact_match,,
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160500
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160600
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160700
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001520000
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001520100
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160500
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160600
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160700
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001520000
financial_statement,annual,consolidated,M000903012,자본잉여금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001520100
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160500
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160600
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160700
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001520000
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001520100
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160500
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160600
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160700
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001520000
financial_statement,annual,consolidated,M000903014,주식발행초과금(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001520100
financial_statement,annual,consolidated,M000903015,기타자본잉여금(천원),no_exact_match,,
financial_statement,annual,consolidated,M000903016,이익잉여금(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001165400
financial_statement,annual,consolidated,M000903016,이익잉여금(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001540000
financial_statement,annual,consolidated,M000903019,자기주식(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001162700
financial_statement,annual,consolidated,M000903019,자기주식(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001162700
financial_statement,annual,consolidated,M000903020,기타자본(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001162000
financial_statement,annual,consolidated,M000903020,기타자본(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001530000
financial_statement,annual,consolidated,M000903021,매도가능금융자산평가손익(천원),no_exact_match,,
financial_statement,annual,consolidated,M000903023,기타포괄이익누계액(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001163700
financial_statement,annual,consolidated,M000903023,기타포괄이익누계액(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001531100
financial_statement,annual,consolidated,M000903024,재평가잉여금(천원),no_exact_match,,
financial_statement,annual,consolidated,M000903026,"자본총계(지배, 자사주차감전)(천원)",no_exact_match,,
financial_statement,annual,consolidated,M000903030,부채및자본총계(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001110000
financial_statement,annual,consolidated,M000903042,신종자본증권(천원),no_exact_match,,
financial_statement,annual,consolidated,M000903103,"자본총계(지배,평균)(천원)",no_exact_match,,
financial_statement,annual,consolidated,M000903104,자본금(평균)(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001160100
financial_statement,annual,consolidated,M000903104,자본금(평균)(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001510000
financial_statement,annual,consolidated,M000903104,자본금(평균)(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001510100
financial_statement,annual,consolidated,M000903104,자본금(평균)(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001160100
financial_statement,annual,consolidated,M000903104,자본금(평균)(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001510000
financial_statement,annual,consolidated,M000903104,자본금(평균)(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001510100
financial_statement,annual,consolidated,M000903105,자본총계(평균)(천원),no_exact_match,,
financial_statement,annual,consolidated,M000909103,*이자발생부채(평균)(천원),no_exact_match,,
financial_statement,annual,consolidated,M000911004,*총금융부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000911019,이연법인세부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001149300
financial_statement,annual,consolidated,M000991002,단기미청구공사(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991005,당기법인세자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991006,매각예정비유동자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991007,만기보유금융자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991010,투자부동산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991012,설비자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991013,기타유형자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991016,영업권(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001129000
financial_statement,annual,consolidated,M000991017,회원권및제이용권(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001129800
financial_statement,annual,consolidated,M000991017,회원권및제이용권(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001130400
financial_statement,annual,consolidated,M000991018,개발비(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991019,산업재산권(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001129200
financial_statement,annual,consolidated,M000991020,기타의무형자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001130450
financial_statement,annual,consolidated,M000991022,장기매출채권및기타채권(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991023,이연법인세자산(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001130530
financial_statement,annual,consolidated,M000991025,기타금융업자산(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991033,당기법인세부채(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001143200
financial_statement,annual,consolidated,M000991034,매각예정처분자산집단부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991039,기타금융업부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991040,이자발생부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991041,*단기차입부채(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001140700
financial_statement,annual,consolidated,M000991041,*단기차입부채(천원),ambiguous_multi_account,DW_FNG_연결재무제표,4001140900
financial_statement,annual,consolidated,M000991042,*장기차입부채(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991045,자기주식처분이익(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991046,자기주식처분손실(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991047,금융자산평가손익(천원),no_exact_match,,
financial_statement,annual,consolidated,M000991048,관계기업등기타포괄손익(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001164000
financial_statement,annual,consolidated,M000991049,환산관련외환차이적립금(환율변동차이)(천원),clean_exact_single_account,DW_FNG_연결재무제표,4001164600
financial_statement,annual,separate,3000901001,자산총계(천원),clean_exact_single_account,DW_FNG_재무제표,1001110000
financial_statement,annual,separate,3000901002,유동자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001110100
financial_statement,annual,separate,3000901005,당좌자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001110200
financial_statement,annual,separate,3000901006,매출채권(천원),no_exact_match,,
financial_statement,annual,separate,3000901009,단기유가증권(천원),no_exact_match,,
financial_statement,annual,separate,3000901010,단기금융자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001111800
financial_statement,annual,separate,3000901010,단기금융자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001112400
financial_statement,annual,separate,3000901011,*총유가증권(천원),ambiguous_multi_account,DW_FNG_재무제표,1001122800
financial_statement,annual,separate,3000901011,*총유가증권(천원),ambiguous_multi_account,DW_FNG_재무제표,1001123500
financial_statement,annual,separate,3000901012,재고자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001118300
financial_statement,annual,separate,3000901013,비유동자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001121900
financial_statement,annual,separate,3000901014,장기금융자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001122800
financial_statement,annual,separate,3000901014,장기금융자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001123500
financial_statement,annual,separate,3000901017,유형자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001126100
financial_statement,annual,separate,3000901019,*총금융자산(천원),no_exact_match,,
financial_statement,annual,separate,3000901024,무형자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001128900
financial_statement,annual,separate,3000901030,현금및현금성자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001110300
financial_statement,annual,separate,3000901030,현금및현금성자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001111000
financial_statement,annual,separate,3000901030,현금및현금성자산(천원),ambiguous_multi_account,DW_FNG_재무제표,1001460200
financial_statement,annual,separate,3000901031,매출채권및기타채권(천원),no_exact_match,,
financial_statement,annual,separate,3000901033,단기대여금(천원),no_exact_match,,
financial_statement,annual,separate,3000901034,단기금융상품(천원),ambiguous_multi_account,DW_FNG_재무제표,1001111800
financial_statement,annual,separate,3000901034,단기금융상품(천원),ambiguous_multi_account,DW_FNG_재무제표,1001112400
financial_statement,annual,separate,3000901037,장기금융상품(천원),no_exact_match,,
financial_statement,annual,separate,3000901040,장기대여금(천원),no_exact_match,,
financial_statement,annual,separate,3000901041,토지(천원),no_exact_match,,
financial_statement,annual,separate,3000901042,건설중인자산(천원),clean_exact_single_account,DW_FNG_재무제표,1001126400
financial_statement,annual,separate,3000901045,*단기유동성자산(천원),no_exact_match,,
financial_statement,annual,separate,3000901046,장기매입채무및기타채무(천원),ambiguous_multi_account,DW_FNG_재무제표,1001148100
financial_statement,annual,separate,3000901046,장기매입채무및기타채무(천원),ambiguous_multi_account,DW_FNG_재무제표,1001148210
financial_statement,annual,separate,3000901054,매도가능금융자산(천원),no_exact_match,,
financial_statement,annual,separate,3000901066,단기사채(천원),no_exact_match,,
financial_statement,annual,separate,3000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145200
financial_statement,annual,separate,3000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145600
financial_statement,annual,separate,3000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145200
financial_statement,annual,separate,3000901070,사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145600
financial_statement,annual,separate,3000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145200
financial_statement,annual,separate,3000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_연결재무제표,4001145600
financial_statement,annual,separate,3000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145200
financial_statement,annual,separate,3000901071,일반사채(천원),ambiguous_multi_source_table,DW_FNG_재무제표,1001145600
financial_statement,annual,separate,3000901072,전환사채(천원),no_exact_match,,
financial_statement,annual,separate,3000901073,신주인수권부사채(천원),no_exact_match,,
financial_statement,annual,separate,3000901074,교환사채(천원),no_exact_match,,
financial_statement,annual,separate,3000901075,금융리스부채(천원),clean_exact_single_account,DW_FNG_재무제표,1001147600
financial_statement,annual,separate,3000901101,자산총계(평균)(천원),no_exact_match,,
financial_statement,annual,separate,3000901103,부채및자본총계(평균)(천원),no_exact_match,,
financial_statement,annual,separate,3000901115,유형자산(평균)(천원),no_exact_match,,
financial_statement,annual,separate,3000902001,부채총계(천원),clean_exact_single_account,DW_FNG_재무제표,1001140000
financial_statement,annual,separate,3000902003,유동부채(천원),clean_exact_single_account,DW_FNG_재무제표,1001140100
financial_statement,annual,separate,3000902006,매입채무(천원),ambiguous_multi_account,DW_FNG_재무제표,1001140200
financial_statement,annual,separate,3000902006,매입채무(천원),ambiguous_multi_account,DW_FNG_재무제표,1001140400
financial_statement,annual,separate,3000902009,단기차입금(천원),ambiguous_multi_account,DW_FNG_재무제표,1001140700
financial_statement,annual,separate,3000902009,단기차입금(천원),ambiguous_multi_account,DW_FNG_재무제표,1001140900
financial_statement,annual,separate,3000902010,단기금융부채(천원),no_exact_match,,
financial_statement,annual,separate,3000902011,비유동부채(천원),clean_exact_single_account,DW_FNG_재무제표,1001145100
financial_statement,annual,separate,3000902012,순부채(천원),no_exact_match,,
financial_statement,annual,separate,3000902013,장기차입금(천원),ambiguous_multi_account,DW_FNG_재무제표,1001146900
